,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Trichophyton interdigitale 5,GCA_046865195.1,GCA_046865205.1,GCA_910592265.1,GCA_022344085.1,GCA_022831265.1,GCA_009686645.1,GCA_009297985.1,GCA_958450185.1,GCA_000333055.2
Trichophyton interdigitale 6,GCA_046865205.1,GCA_046865245.1,GCA_046581125.1,GCA_032351835.1,GCA_022831265.1,GCA_028827515.1,GCA_022276175.1,GCA_018154595.1,GCA_000142945.1
Trichophyton interdigitale 7,GCA_046865245.1,GCA_046865305.1,GCA_046867275.1,GCA_032351835.1,GCA_018296075.1,GCA_041682805.1,GCA_025503465.1,GCA_038090735.1,GCA_000336535.2
Trichophyton interdigitale 8,GCA_046865305.1,GCA_046865425.1,GCA_046864975.1,GCA_030789025.1,GCA_003417775.1,GCA_000239835.2,GCA_025203755.1,GCA_000320605.2,GCA_900000015.1
Trichophyton interdigitale 9,GCA_046865425.1,GCA_046865445.1,GCA_000616765.1,GCA_000150975.2,GCA_018296065.1,GCA_024676875.1,GCA_001740115.1,GCA_016628075.1,GCA_023334995.1
Wickerhamomyces anomalus 0,GCA_009707815.1,,GCA_030561705.1,,GCA_003707195.2,GCA_003272295.1,GCA_022830485.1,GCA_000766925.2,GCA_023336395.1
Wickerhamomyces anomalus 3,GCA_019321675.1,GCA_019321765.1,GCA_030571235.1,,GCA_003709245.3,GCA_017866075.1,GCA_047841115.1,GCA_024722335.1,GCA_038051295.1
Wickerhamomyces anomalus 4,GCA_019321765.1,GCA_021014285.1,GCA_030582275.1,,GCA_030565205.1,GCA_025503375.1,GCA_030567415.1,GCA_019190125.1,GCA_023335675.1
Wickerhamomyces anomalus 5,GCA_021014285.1,,GCA_030574735.1,,GCA_003708085.1,GCA_947241705.1,GCA_030564925.1,GCA_003314235.1,GCA_920940705.1
Wickerhamomyces anomalus 7,GCA_021208015.1,,GCA_000313485.1,,GCA_037041955.1,GCA_949129455.1,GCA_025769065.1,GCA_027604105.1,GCA_001314345.1
Wickerhamomyces anomalus 9,GCA_026544955.1,GCA_026545255.1,GCA_030582435.1,,GCA_022641835.1,GCA_029991455.1,GCA_003706925.2,GCA_037041555.1,
Microbotryum lychnidis-dioicae 0,GCA_003121355.1,GCA_003121365.1,GCA_900015455.1,,,GCA_001600635.1,GCA_014825765.1,GCA_003705805.3,GCA_019828595.1
Microbotryum lychnidis-dioicae 1,GCA_003121365.1,GCA_900008665.1,GCA_014805725.1,,,GCA_000988875.2,GCA_038093375.1,GCA_009298685.1,GCA_023334355.1
Microbotryum lychnidis-dioicae 2,GCA_900008665.1,GCA_900009975.1,GCA_900015485.1,,,GCA_036320835.1,GCA_928865425.1,GCA_040583805.1,GCA_023336075.1
Microbotryum lychnidis-dioicae 3,GCA_900009975.1,GCA_900010185.1,GCA_900009495.1,,,GCA_004143675.1,GCA_905071755.1,GCA_030573075.1,GCA_016865055.1
Microbotryum lychnidis-dioicae 4,GCA_900010185.1,GCA_900010235.1,GCA_022506005.1,,,GCA_025502755.1,GCA_038092515.1,GCA_003277615.1,GCA_016864655.1
Microbotryum lychnidis-dioicae 5,GCA_900010235.1,GCA_900010535.1,GCA_900014965.1,,,GCA_019190905.1,GCA_004348175.1,GCA_018360845.1,GCA_033558025.1
Microbotryum lychnidis-dioicae 6,GCA_900010535.1,GCA_900010545.1,GCA_022702625.1,,,GCA_019189975.1,GCA_019693315.1,GCA_003273045.1,GCA_009729435.1
Microbotryum lychnidis-dioicae 7,GCA_900010545.1,GCA_900010705.1,GCA_900100905.1,,,GCA_025728135.1,GCA_016767475.1,GCA_000977325.2,GCA_001712715.2
Microbotryum lychnidis-dioicae 8,GCA_900010705.1,GCA_900010715.1,GCA_900013405.1,,,GCA_048544765.1,GCA_019677335.1,GCA_011034565.1,GCA_002081595.1
Microbotryum lychnidis-dioicae 9,GCA_900010715.1,GCA_900011025.1,GCA_022506095.1,,,GCA_937859235.1,GCA_004802665.1,GCA_023625095.1,GCA_038050845.1
Trichoderma harzianum 0,GCA_000988865.1,GCA_001990665.1,GCA_003439915.1,GCA_003055165.1,GCA_037577415.1,GCA_047496555.1,GCA_037201695.1,GCA_030039215.1,GCA_042082865.1
Trichoderma harzianum 1,GCA_001990665.1,GCA_002838845.1,GCA_026401105.1,GCA_001278495.1,GCA_001644785.1,GCA_022497145.1,GCA_911649655.1,GCA_012922615.1,GCA_001314375.1
Trichoderma harzianum 2,GCA_002838845.1,GCA_002894145.1,GCA_026401105.1,GCA_003055165.1,GCA_018346685.1,GCA_000604205.2,GCA_020623605.1,GCA_027579115.1,GCA_000509485.1
Trichoderma harzianum 3,GCA_002894145.1,GCA_010015525.1,GCA_028870925.1,GCA_036429605.1,GCA_021019075.1,GCA_003012995.1,GCA_030572675.1,GCA_001613755.1,GCA_011947335.1
Trichoderma harzianum 4,GCA_010015525.1,GCA_019097725.1,GCA_020736895.1,GCA_003055955.1,GCA_004016175.1,GCA_001675625.1,GCA_000223685.2,GCA_920103745.3,GCA_001314455.1
Trichoderma harzianum 5,GCA_019097725.1,GCA_019393575.1,GCA_028870645.1,GCA_003055145.1,GCA_016166365.1,GCA_000966885.1,GCA_040142875.1,,GCA_001078535.1
Trichoderma harzianum 6,GCA_019393575.1,GCA_021186515.1,GCA_022813585.1,GCA_003055955.1,GCA_020623675.1,GCA_024704115.1,GCA_002335645.1,GCA_002222255.1,GCA_000149755.2
Trichoderma harzianum 7,GCA_021186515.1,GCA_022788495.1,GCA_013365115.1,GCA_011799845.1,GCA_009299115.1,GCA_000734265.1,GCA_004334915.1,GCA_023212755.1,GCA_023337855.1
Trichoderma harzianum 8,GCA_022788495.1,GCA_023628795.1,GCA_023628755.1,GCA_032358155.1,GCA_030782105.1,GCA_022836535.1,GCA_040938875.1,GCA_002954075.1,GCA_003546805.1
Trichoderma harzianum 9,GCA_023628795.1,GCA_025502635.1,GCA_022813565.1,GCA_003055165.1,GCA_009298675.1,GCA_024704625.1,,GCA_018524465.1,GCA_012552325.1
Ogataea haglerorum 0,GCA_019206905.1,GCA_019206915.1,GCA_030570175.1,GCA_023013325.1,,GCA_030556455.1,GCA_023159155.1,GCA_027597005.1,GCA_023335995.1
Ogataea haglerorum 1,GCA_019206915.1,GCA_019206925.1,GCA_030555885.1,GCA_003705455.2,,GCA_029931665.1,GCA_013180185.1,GCA_019671115.1,
Ogataea haglerorum 2,GCA_019206925.1,GCA_019206965.1,GCA_019207905.1,GCA_023014965.1,,GCA_047372195.1,GCA_047715825.1,GCA_000230595.3,GCA_011316315.1
Ogataea haglerorum 3,GCA_019206965.1,GCA_019206985.1,GCA_019207735.1,GCA_025503635.1,,GCA_030563165.1,GCA_042257825.1,,GCA_023334975.1
Ogataea haglerorum 4,GCA_019206985.1,GCA_019207005.1,GCA_019207935.1,GCA_023013055.1,,GCA_003706925.2,GCA_003206885.1,GCA_020011015.1,GCA_016864775.1
Ogataea haglerorum 5,GCA_019207005.1,GCA_019207125.1,GCA_019232045.1,GCA_001708085.1,,GCA_046133535.1,GCA_009801285.1,GCA_027602005.1,GCA_020283525.1
Ogataea haglerorum 6,GCA_019207125.1,GCA_019207165.1,GCA_030574315.1,GCA_003706305.3,,GCA_032367535.1,GCA_025176795.1,GCA_023212615.1,GCA_023335835.1
Ogataea haglerorum 7,GCA_019207165.1,GCA_019207175.1,GCA_030579375.1,GCA_000286515.1,,GCA_019039435.1,GCA_030561705.1,GCA_000697355.1,GCA_001314925.1
Ogataea haglerorum 8,GCA_019207175.1,GCA_019207185.1,GCA_019207695.1,GCA_000223565.1,,GCA_032356845.1,GCA_000227115.2,GCA_029952725.1,GCA_038051295.1
Ogataea haglerorum 9,GCA_019207185.1,GCA_019207205.1,GCA_019207995.1,GCA_023013505.1,,GCA_008904905.1,GCA_026119705.1,GCA_013036955.1,GCA_023333695.1
Colletotrichum graminicola 0,GCA_001951205.1,GCA_026652225.1,GCA_014705525.1,,GCA_018440655.1,GCA_025215865.1,GCA_000256845.1,GCA_000316135.1,GCA_000961115.1
Colletotrichum graminicola 1,GCA_026652225.1,GCA_026652245.1,GCA_038023885.1,,GCA_000952015.1,GCA_009297425.1,GCA_003707215.2,GCA_000931965.1,GCA_023334215.1
Colletotrichum graminicola 2,GCA_026652245.1,GCA_026652265.1,GCA_025328335.1,,GCA_034408665.1,GCA_040113465.1,GCA_023625675.1,GCA_038093755.1,GCA_009733105.1
Colletotrichum graminicola 3,GCA_026652265.1,GCA_026652275.1,GCA_946151405.1,,GCA_020726535.1,GCA_017656815.1,GCA_009667345.1,GCA_049242505.1,GCA_023334015.1
Colletotrichum graminicola 4,GCA_026652275.1,GCA_026652285.1,GCA_020464265.1,,GCA_002851705.1,GCA_036172685.1,GCA_044231815.1,GCA_011074975.1,GCA_009732985.1
Colletotrichum graminicola 5,GCA_026652285.1,GCA_026652305.1,GCA_000446055.1,,GCA_018440655.1,GCA_000347355.1,,GCA_905071755.1,GCA_023334975.1
Colletotrichum graminicola 6,GCA_026652305.1,GCA_026652315.1,GCA_027406005.1,,GCA_024085535.1,GCA_038088555.1,,GCA_011801305.2,GCA_001482985.1
Colletotrichum graminicola 7,GCA_026652315.1,GCA_026652355.1,GCA_026319245.1,,GCA_002851705.1,GCA_030780645.1,GCA_964256705.1,GCA_001969505.1,GCA_023334085.1
Colletotrichum graminicola 8,GCA_026652355.1,GCA_026652695.1,GCA_001855235.1,,GCA_029607795.1,GCA_016163995.1,GCA_024666635.1,GCA_958449755.1,GCA_023333885.1
Colletotrichum graminicola 9,GCA_026652695.1,GCA_026652705.1,GCA_014705195.1,,GCA_011032865.1,GCA_029298735.1,GCA_022345235.1,GCA_003315925.1,GCA_042082905.1
Penicillium salamii 0,GCA_911197225.1,GCA_911174905.1,GCA_028827695.1,GCA_013146165.1,GCA_023623875.1,,GCA_002976015.1,GCA_027600645.1,GCA_008080845.1
Penicillium salamii 1,GCA_911174905.1,GCA_911174925.1,GCA_028829745.1,GCA_009687165.1,GCA_023626115.1,GCA_022831985.1,GCA_049307005.1,GCA_019425655.1,GCA_018292885.1
Penicillium salamii 2,GCA_911174925.1,GCA_911174965.1,GCA_023626935.1,GCA_037127345.1,GCA_037042375.1,GCA_041228675.1,GCA_003705495.1,GCA_037040185.1,GCA_030279085.1
Penicillium salamii 3,GCA_911174965.1,GCA_911175075.1,GCA_902713515.1,GCA_009687565.1,GCA_000001985.1,GCA_046865205.1,GCA_009746055.1,GCA_014805555.1,GCA_949795465.1
Penicillium salamii 4,GCA_911175075.1,GCA_911175095.1,GCA_000577395.2,GCA_009686865.1,GCA_019022425.1,GCA_010883525.1,GCA_017309865.1,GCA_043251785.1,
Penicillium salamii 5,GCA_911175095.1,GCA_911175105.1,GCA_028828795.1,GCA_044232405.1,GCA_013368755.1,GCA_030789285.1,GCA_040938615.1,GCA_027579785.1,GCA_023337825.1
Penicillium salamii 6,GCA_911175105.1,GCA_911175135.1,GCA_023141315.1,GCA_024675505.1,GCA_002916415.1,GCA_001430935.1,GCA_026652275.1,GCA_000258745.1,GCA_000173235.2
Penicillium salamii 7,GCA_911175135.1,GCA_911175275.1,GCA_027569345.1,GCA_024678505.1,GCA_037041395.1,GCA_045862495.1,GCA_002975705.1,GCA_019190765.1,GCA_001573145.1
Penicillium salamii 8,GCA_911175275.1,GCA_911175285.1,GCA_020086695.1,GCA_014250555.1,GCA_023625995.1,GCA_022831985.1,GCA_029989845.1,GCA_003316165.1,GCA_003843895.1
Penicillium salamii 9,GCA_911175285.1,GCA_911197175.1,GCA_023138015.1,GCA_029783905.1,GCA_003990805.1,GCA_910591615.1,GCA_003675535.1,GCA_019908695.1,GCA_021527745.1
Globisporangium irregulare 0,GCA_038051095.1,GCA_004117815.1,GCA_023334115.1,GCA_001922765.1,,GCA_033557915.1,,,GCA_022813335.1
Globisporangium irregulare 1,GCA_004117815.1,GCA_023336235.1,GCA_038050795.1,GCA_023334395.1,,GCA_011320135.1,,,GCA_003270825.1
Globisporangium irregulare 2,GCA_023336235.1,GCA_037965455.1,GCA_023334105.1,GCA_023337495.1,,GCA_012295175.1,,,GCA_011036395.1
Globisporangium irregulare 3,GCA_037965455.1,GCA_038048875.1,GCA_023334035.1,GCA_000387505.2,,,,,GCA_030579775.1
Globisporangium irregulare 4,GCA_038048875.1,GCA_038048945.1,GCA_023335435.1,GCA_023337755.1,,GCA_012552325.1,,,GCA_037672785.1
Globisporangium irregulare 5,GCA_038048945.1,GCA_038050905.1,GCA_038050825.1,GCA_023335885.1,,GCA_000500225.2,,,GCA_030557965.1
Globisporangium irregulare 6,GCA_038050905.1,GCA_038050925.1,GCA_023333795.1,GCA_023336355.1,,GCA_003676415.1,,,GCA_020501765.1
Globisporangium irregulare 7,GCA_038050925.1,GCA_038050935.1,GCA_038050575.1,GCA_001950895.1,,GCA_002025925.1,,,GCA_000734095.1
Globisporangium irregulare 8,GCA_038050935.1,GCA_038050945.1,GCA_006386115.1,GCA_023091665.1,,,,,GCA_023626015.1
Globisporangium irregulare 9,GCA_038050945.1,GCA_038050995.1,GCA_023334155.1,GCA_000387445.2,,GCA_032158065.1,,,GCA_019190625.1
Wallemia ichthyophaga 0,GCA_004917845.1,GCA_004917865.1,GCA_004918925.1,,,,GCA_963855905.1,GCA_037042895.2,GCA_016880985.1
Wallemia ichthyophaga 1,GCA_004917865.1,GCA_004917895.1,GCA_004918915.1,,,,GCA_001264765.1,GCA_019039275.1,GCA_003287315.1
Wallemia ichthyophaga 2,GCA_004917895.1,GCA_004918015.1,GCA_004917925.1,,,,GCA_001691755.2,GCA_023628975.1,GCA_042082685.1
Wallemia ichthyophaga 3,GCA_004918015.1,GCA_004918065.1,GCA_004917965.1,,,,GCA_023079155.1,GCA_004380985.1,GCA_001306755.1
Wallemia ichthyophaga 4,GCA_004918065.1,GCA_004918235.1,GCA_004918075.1,,,,GCA_000271605.1,GCA_027559495.1,
Wallemia ichthyophaga 5,GCA_004918235.1,GCA_004918305.1,GCA_004918985.1,,,,GCA_033032785.1,GCA_038406955.1,GCA_001314375.1
Wallemia ichthyophaga 6,GCA_004918305.1,GCA_004918315.1,GCA_004918835.1,,,,GCA_018849495.1,GCA_003501935.1,GCA_016864655.1
Wallemia ichthyophaga 7,GCA_004918315.1,GCA_004918335.1,GCA_004918805.1,,,,GCA_905219645.1,GCA_011763835.1,GCA_030027945.1
Wallemia ichthyophaga 8,GCA_004918335.1,GCA_004918345.1,GCA_004918725.1,,,,GCA_037040355.1,GCA_040954795.1,GCA_038050905.1
Wallemia ichthyophaga 9,GCA_004918345.1,GCA_004918405.1,GCA_004917975.1,,,,GCA_003313075.1,GCA_947344595.1,GCA_023336255.1
Trichoderma asperellum 0,GCA_000733085.2,GCA_004154885.1,GCA_016806875.1,GCA_036429605.1,GCA_046056315.1,GCA_025330015.1,,GCA_040805055.1,GCA_023335895.1
Trichoderma asperellum 1,GCA_004154885.1,GCA_013423425.1,GCA_026401175.1,GCA_029290895.1,GCA_030780535.1,GCA_028637685.1,GCA_009687445.1,GCA_038091955.1,
Trichoderma asperellum 2,GCA_013423425.1,GCA_014839745.1,GCA_022788495.1,GCA_029290855.1,GCA_011033645.1,GCA_023628475.1,GCA_003690845.1,GCA_014872705.1,GCA_023334545.1
Trichoderma asperellum 3,GCA_014839745.1,GCA_017945965.1,GCA_026401225.1,GCA_003055945.1,GCA_016163805.1,GCA_038407005.1,GCA_040783835.1,GCA_000146465.1,GCA_042082445.1
Trichoderma asperellum 4,GCA_017945965.1,GCA_019481625.1,GCA_020002365.1,GCA_029290855.1,GCA_000956045.1,GCA_953966695.1,GCA_000734875.3,GCA_921037615.3,GCA_000443045.1
Trichoderma asperellum 5,GCA_019481625.1,GCA_019594925.1,GCA_023653515.1,,GCA_016508645.1,GCA_004028395.1,GCA_003277355.1,GCA_041722695.1,GCA_038051075.1
Trichoderma asperellum 6,GCA_019594925.1,GCA_019594945.1,GCA_041053265.1,GCA_003055945.1,GCA_043253965.1,GCA_017589565.1,GCA_047728015.1,GCA_025677835.1,GCA_000468175.2
Trichoderma asperellum 7,GCA_019594945.1,GCA_020647865.1,GCA_019097725.1,GCA_025331125.1,GCA_027571605.1,GCA_000966885.1,GCA_000227075.1,GCA_027248865.1,GCA_002911725.1
Trichoderma asperellum 8,GCA_020647865.1,GCA_020736895.1,GCA_011066345.1,GCA_025331125.1,GCA_018346575.1,GCA_022432365.1,GCA_030563705.1,GCA_000819925.1,GCA_012552325.1
Trichoderma asperellum 9,GCA_020736895.1,GCA_022817925.1,GCA_022813585.1,GCA_036429605.1,GCA_013623845.1,GCA_002925105.1,GCA_047717145.1,GCA_019189995.1,GCA_000468175.2
Zygosaccharomyces pseudobailii 0,GCA_949129085.1,GCA_023629055.1,GCA_000026365.1,GCA_017866385.1,,GCA_003706915.2,GCA_016097325.1,GCA_004325035.1,GCA_900000015.1
Zygosaccharomyces pseudobailii 1,GCA_023629055.1,GCA_030574115.1,GCA_949129995.1,GCA_001737895.1,,GCA_019321675.1,GCA_002740505.1,GCA_001736075.1,GCA_000509505.1
Zygosaccharomyces pseudobailii 2,GCA_030574115.1,GCA_900408955.1,GCA_949129305.1,GCA_949124735.1,,GCA_004919765.1,GCA_029290645.1,GCA_036428525.1,GCA_023334005.1
Zygosaccharomyces pseudobailii 3,GCA_900408955.1,GCA_949129155.1,GCA_949129315.1,GCA_001737625.2,,GCA_031125705.1,GCA_020500785.1,GCA_004918235.1,GCA_042082345.1
Zygosaccharomyces pseudobailii 4,GCA_949129155.1,GCA_949129185.1,GCA_949130035.1,GCA_001741255.1,,GCA_004919945.1,GCA_047717125.1,GCA_000500795.1,GCA_003123765.1
Zygosaccharomyces pseudobailii 5,GCA_949129185.1,GCA_949129195.1,GCA_030580375.1,GCA_000304475.1,,GCA_030572335.1,GCA_022661575.1,GCA_003144125.1,GCA_000333075.3
Zygosaccharomyces pseudobailii 6,GCA_949129195.1,GCA_949129245.1,GCA_949129955.1,GCA_947344745.1,,GCA_030574695.1,,GCA_038092655.1,GCA_004138045.1
Zygosaccharomyces pseudobailii 7,GCA_949129245.1,GCA_949129365.1,GCA_949129165.1,GCA_000976275.4,,GCA_003706705.3,GCA_033439685.1,GCA_027604645.1,GCA_001933405.1
Zygosaccharomyces pseudobailii 8,GCA_949129365.1,GCA_949129375.1,GCA_949129405.1,GCA_000182175.1,,GCA_019321675.1,GCA_003788565.2,GCA_027917475.1,GCA_016864795.1
Zygosaccharomyces pseudobailii 9,GCA_949129375.1,GCA_949129435.1,GCA_949129555.1,GCA_003270305.1,,GCA_031125405.1,GCA_032714815.1,GCA_040804315.1,GCA_023336345.1
Aspergillus tubingensis 0,GCA_010614855.1,GCA_013340325.1,GCA_009687165.1,GCA_028827885.1,GCA_038993655.2,GCA_035928465.1,GCA_013201875.1,GCA_002157025.1,GCA_003546625.1
Aspergillus tubingensis 1,GCA_013340325.1,GCA_019805365.1,,GCA_023626695.1,GCA_023625975.1,GCA_016109625.1,GCA_032358045.1,,GCA_023333845.1
Aspergillus tubingensis 2,GCA_019805365.1,GCA_019827425.1,GCA_042608995.1,GCA_001307865.1,GCA_043882455.1,GCA_029293295.1,GCA_003706035.2,GCA_027576975.1,GCA_024679075.1
Aspergillus tubingensis 3,GCA_019827425.1,GCA_019827445.1,GCA_013146005.1,GCA_911175135.1,GCA_030061005.1,GCA_003868215.1,GCA_009298145.1,GCA_010758995.1,GCA_023337825.1
Aspergillus tubingensis 4,GCA_019827445.1,GCA_019827465.1,GCA_023137765.1,GCA_028828735.1,GCA_023623795.1,GCA_910592065.1,GCA_964256975.1,GCA_029603245.1,GCA_000367145.1
Aspergillus tubingensis 5,GCA_019827465.1,GCA_019827565.1,GCA_009687565.1,GCA_001735785.1,GCA_001305275.1,GCA_022831685.1,GCA_949129245.1,GCA_038091615.1,GCA_013122855.1
Aspergillus tubingensis 6,GCA_019827565.1,GCA_019828785.1,GCA_042608855.1,GCA_002072455.1,GCA_023625875.1,GCA_028025565.1,GCA_000286515.1,GCA_040804935.1,GCA_023338175.1
Aspergillus tubingensis 7,GCA_019828785.1,GCA_027923605.1,GCA_026259865.1,GCA_902713545.1,GCA_030061565.1,GCA_022830245.1,GCA_023089025.1,GCA_033735175.1,GCA_032158065.1
Aspergillus tubingensis 8,GCA_027923605.1,GCA_027923625.1,GCA_039880865.1,GCA_023624435.1,GCA_009556855.1,GCA_000170615.1,GCA_046251155.1,GCA_022505985.1,GCA_000149755.2
Aspergillus tubingensis 9,GCA_027923625.1,GCA_027923665.1,GCA_023619365.1,GCA_023627235.1,GCA_041956655.1,GCA_021030905.1,GCA_048412495.1,GCA_900185085.1,GCA_033558025.1
Orbilia oligospora 0,GCA_004768765.1,GCA_011066565.1,GCA_036971255.1,GCA_047716655.1,,,GCA_040113355.1,GCA_900013405.1,GCA_002980415.1
Orbilia oligospora 1,GCA_011066565.1,GCA_011066575.1,GCA_012184305.1,GCA_036971165.1,,,GCA_001739845.1,GCA_027575355.1,GCA_042082745.1
Orbilia oligospora 2,GCA_011066575.1,GCA_011066585.1,GCA_036872735.1,GCA_020064725.1,,,GCA_030578715.1,GCA_018851325.1,GCA_023336405.1
Orbilia oligospora 3,GCA_011066585.1,GCA_011066595.1,GCA_012184305.1,GCA_003590515.1,,,GCA_012070385.1,GCA_026692725.1,GCA_002968915.1
Orbilia oligospora 4,GCA_011066595.1,GCA_011066605.1,GCA_036872735.1,GCA_040437185.1,,,GCA_949126085.1,GCA_038090215.1,GCA_002215365.1
Orbilia oligospora 5,GCA_011066605.1,GCA_011066695.1,GCA_012184305.1,GCA_020064725.1,,,GCA_000733645.1,GCA_000185945.1,GCA_003546825.1
Orbilia oligospora 6,GCA_011066695.1,GCA_011066715.1,GCA_036971255.1,GCA_036971165.1,,,GCA_000966595.1,GCA_036320835.1,GCA_004117815.1
Orbilia oligospora 7,GCA_011066715.1,GCA_011066735.1,GCA_036872735.1,GCA_036971485.1,,,GCA_002864195.1,GCA_004194325.1,GCA_023334275.1
Orbilia oligospora 8,GCA_011066735.1,GCA_011066745.1,GCA_036872735.1,GCA_020064725.1,,,GCA_000601435.1,GCA_024244115.1,GCA_003546625.1
Orbilia oligospora 9,GCA_011066745.1,GCA_011066795.1,GCA_036971255.1,GCA_036971535.1,,,GCA_009801325.1,GCA_025758705.1,GCA_000764265.1
Debaryomyces hansenii 0,GCA_001682995.1,GCA_003349505.1,GCA_003708665.2,GCA_900004165.1,GCA_046252885.1,GCA_023629215.1,GCA_947344535.1,GCA_023079155.1,GCA_001414265.1
Debaryomyces hansenii 1,GCA_003349505.1,GCA_006942205.1,GCA_030674585.1,GCA_037040715.1,GCA_046134795.1,GCA_040207675.1,GCA_964254895.1,GCA_004918915.1,GCA_023337915.1
Debaryomyces hansenii 2,GCA_006942205.1,GCA_006942215.1,GCA_030583445.1,GCA_020280135.1,GCA_035582505.1,GCA_037040195.1,GCA_013759115.1,GCA_964023155.1,GCA_001314355.1
Debaryomyces hansenii 3,GCA_006942215.1,,GCA_030564605.1,GCA_900232055.1,GCA_023627815.1,GCA_023013825.1,GCA_035928205.1,GCA_015852415.1,GCA_016864755.1
Debaryomyces hansenii 5,GCA_006942235.1,GCA_006942305.1,GCA_003708935.1,GCA_046131255.1,GCA_027563715.1,GCA_030559035.1,GCA_023628835.1,GCA_903798065.1,GCA_023611945.1
Debaryomyces hansenii 6,GCA_006942305.1,GCA_006942325.1,GCA_030583545.1,GCA_030582475.1,GCA_047372315.1,GCA_029581905.1,GCA_030569955.1,GCA_001936605.2,GCA_001600475.1
Debaryomyces hansenii 7,GCA_006942325.1,,GCA_030583445.1,GCA_046132055.1,GCA_002374555.1,GCA_019207325.1,GCA_000149895.1,GCA_027605045.1,GCA_000326045.1
Colletotrichum fructicola 0,GCA_002314275.2,GCA_002887685.1,GCA_022179045.1,,GCA_014635965.1,GCA_002234135.1,GCA_030556455.1,GCA_003086725.1,GCA_023335935.1
Colletotrichum fructicola 1,GCA_002887685.1,GCA_009771025.1,GCA_026652705.1,,GCA_000952015.1,GCA_030772775.1,GCA_022813995.1,GCA_040804625.1,GCA_014706135.1
Colletotrichum fructicola 2,GCA_009771025.1,GCA_012932255.1,GCA_014705085.1,,GCA_024085535.1,GCA_025216025.1,,GCA_027604745.1,GCA_023336425.1
Colletotrichum fructicola 3,GCA_012932255.1,GCA_013201875.1,GCA_014235935.1,,GCA_003724135.2,GCA_020882315.1,GCA_030573495.1,GCA_027578315.1,GCA_009848525.1
Colletotrichum fructicola 4,GCA_013201875.1,GCA_013201905.1,GCA_013201755.1,,GCA_018982765.1,GCA_009803485.1,GCA_036370985.1,GCA_000875855.1,GCA_001314435.1
Colletotrichum fructicola 5,GCA_013201905.1,GCA_013201925.1,GCA_025327135.1,,GCA_018140825.1,GCA_030406945.1,GCA_016626105.1,GCA_900208305.1,GCA_023334075.1
Colletotrichum fructicola 6,GCA_013201925.1,GCA_013390205.1,GCA_020464275.1,,GCA_018994095.1,GCA_009298655.1,GCA_002375215.1,GCA_025330725.1,GCA_001314375.1
Colletotrichum fructicola 7,GCA_013390205.1,GCA_014705485.1,GCA_011947485.2,,GCA_043790115.1,GCA_041682635.1,GCA_001576725.1,GCA_024606485.1,GCA_038050795.1
Colletotrichum fructicola 8,GCA_014705485.1,GCA_017589655.1,GCA_001563115.1,,GCA_011032865.1,GCA_011034785.1,GCA_003690685.1,GCA_003054985.1,GCA_013122855.1
Colletotrichum fructicola 9,GCA_017589655.1,GCA_024000835.1,GCA_025327125.1,,GCA_018994105.1,GCA_043176115.1,GCA_001737895.1,GCA_038091055.1,GCA_023333735.1
Rhizopus microsporus 1,GCA_002083735.1,GCA_011762625.1,GCA_011950985.2,GCA_025677835.1,GCA_029851405.1,,GCA_958301795.1,GCA_000213195.1,GCA_021527665.1
Rhizopus microsporus 2,GCA_011762625.1,GCA_011762635.1,GCA_000738605.1,GCA_025677835.1,GCA_000697315.1,,GCA_958449805.1,GCA_003691215.1,GCA_003640465.1
Rhizopus microsporus 3,GCA_011762635.1,GCA_011763475.1,GCA_011801785.2,GCA_025677835.1,GCA_025094145.1,,GCA_963573315.1,GCA_009802435.1,GCA_001950835.1
Rhizopus microsporus 4,GCA_011763475.1,GCA_011763565.1,GCA_048164915.1,GCA_025677835.1,GCA_000696935.1,,GCA_000597685.1,GCA_025768795.1,GCA_023337545.1
Rhizopus microsporus 5,GCA_011763565.1,,GCA_011763915.1,GCA_025677835.1,GCA_040807125.1,,GCA_910592055.1,GCA_025399175.1,GCA_038051095.1
Rhizopus microsporus 7,GCA_019022815.1,GCA_034509365.1,GCA_011800985.2,GCA_025677835.1,GCA_000696975.1,,GCA_958301815.1,GCA_040805155.1,GCA_947646735.1
Rhizopus microsporus 8,GCA_034509365.1,GCA_039881115.1,GCA_011801645.2,GCA_025677835.1,GCA_023630305.1,,GCA_015852425.1,GCA_043174615.1,GCA_023337535.1
Rhizopus microsporus 9,GCA_039881115.1,GCA_046865755.1,GCA_011801645.2,GCA_025677835.1,GCA_025201345.1,,GCA_003833135.1,GCA_000350345.1,GCA_042082605.1
Malassezia furfur 0,GCA_009938135.1,,GCA_038496315.1,,,GCA_937901545.1,GCA_038090635.1,GCA_905114675.1,GCA_003843895.1
Malassezia furfur 4,GCA_001265045.1,,GCA_001278385.1,,,GCA_963379325.1,GCA_001707295.1,GCA_900099275.1,GCA_004359215.2
Malassezia furfur 6,GCA_001265065.1,,GCA_000349305.2,,,,GCA_003316345.1,GCA_000304475.1,GCA_023335535.1
Malassezia furfur 9,GCA_023079105.1,,GCA_038502825.1,,,GCA_963379275.1,GCA_031840785.1,GCA_023628715.1,GCA_030463285.1
