,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Lasiodiplodia pseudotheobromae 7,GCA_033955075.1,GCA_033955085.1,GCA_009801085.1,GCA_041380565.1,GCA_019008475.1,GCA_003690305.1,GCA_009297835.1,GCA_022749175.1,GCA_020226015.1
Saccharomyces boulardii 0,GCA_026225675.1,GCA_000734875.3,GCA_015251915.1,GCA_949129645.1,,GCA_003243015.1,GCA_030782505.1,GCA_016801325.1,GCA_001933315.1
Saccharomyces boulardii 1,GCA_000734875.3,GCA_000769245.1,GCA_018831675.1,GCA_949130175.1,,GCA_031126305.1,GCA_030579895.1,GCA_019059545.1,GCA_000333055.2
Saccharomyces boulardii 2,GCA_000769245.1,GCA_001298375.2,GCA_003276755.1,GCA_003708495.2,,,GCA_037289395.1,GCA_928869825.1,GCA_038051295.1
Saccharomyces boulardii 3,GCA_001298375.2,GCA_001413975.1,GCA_947343855.1,GCA_049307345.1,,GCA_030573435.1,GCA_020569145.1,GCA_038092955.1,GCA_000520115.1
Saccharomyces boulardii 4,GCA_001413975.1,GCA_001545905.1,GCA_000256845.1,GCA_931301785.1,,GCA_030575235.1,GCA_030561035.1,GCA_027577415.1,GCA_022836835.1
Saccharomyces boulardii 5,GCA_001545905.1,GCA_001545975.1,GCA_949124805.1,GCA_003033605.1,,GCA_036287555.1,GCA_003502015.1,GCA_039545415.1,GCA_003730235.1
Saccharomyces boulardii 6,GCA_001545975.1,GCA_001625055.1,GCA_001515425.2,GCA_949129945.1,,GCA_003707745.2,GCA_027574695.1,GCA_022606215.1,GCA_023334085.1
Saccharomyces boulardii 7,GCA_001625055.1,GCA_021216695.1,GCA_003271675.1,GCA_949129725.1,,GCA_001747055.1,GCA_032358395.1,GCA_002995015.1,GCA_000333115.2
Malassezia restricta 0,GCA_001264725.1,GCA_001264765.1,GCA_001264705.1,,,GCA_937901545.1,GCA_902501265.1,GCA_004919885.1,
Malassezia restricta 1,GCA_001264765.1,GCA_003290485.1,GCA_000349305.2,,,GCA_963379295.1,GCA_014825745.1,GCA_013186845.1,GCA_000333095.2
Malassezia restricta 2,GCA_003290485.1,GCA_937888505.1,GCA_001264785.1,,,GCA_018606675.1,GCA_019633535.1,GCA_021019105.1,GCA_003676415.1
Malassezia restricta 3,GCA_937888505.1,GCA_937901775.1,GCA_001600835.1,,,GCA_963379275.1,GCA_900177165.1,GCA_949124285.1,GCA_002968915.1
Malassezia restricta 4,GCA_937901775.1,GCA_963379255.1,GCA_963379265.1,,,,GCA_019143065.1,GCA_047836885.1,GCA_018806915.1
Malassezia restricta 5,GCA_963379255.1,GCA_963379355.1,,,,GCA_963379325.1,GCA_900016705.1,GCA_009666115.1,
Malassezia restricta 6,GCA_963379355.1,GCA_000169275.1,GCA_001264975.1,,,,GCA_023630075.1,GCA_014850445.1,GCA_044231605.1
Malassezia restricta 7,GCA_000169275.1,GCA_003691605.1,GCA_900149165.1,,,GCA_937901545.1,GCA_038092095.1,GCA_900163765.1,GCA_001278235.1
Penicillium paneum 0,GCA_023627375.1,GCA_023624495.1,GCA_028829745.1,GCA_003589665.1,GCA_030062295.1,GCA_028028135.1,GCA_022701375.1,GCA_002222325.1,GCA_000509465.1
Penicillium paneum 1,GCA_023624495.1,GCA_023624515.1,GCA_002072235.1,GCA_024665715.1,GCA_043884185.1,GCA_964255835.1,GCA_029990805.1,GCA_036810445.1,GCA_000764265.1
Penicillium paneum 2,GCA_023624515.1,GCA_023624535.1,GCA_028826785.1,GCA_025766015.1,GCA_003316675.1,GCA_022830125.1,GCA_001604955.1,GCA_018524435.1,GCA_023334305.1
Penicillium paneum 3,GCA_023624535.1,GCA_023624555.1,GCA_025782865.1,GCA_020501695.1,GCA_037040795.1,GCA_000151035.1,GCA_040113025.1,GCA_031841795.1,GCA_024679135.1
Penicillium paneum 4,GCA_023624555.1,GCA_023624575.1,GCA_025768445.1,GCA_012656455.1,GCA_004299765.1,GCA_035928485.1,GCA_009297515.1,GCA_023014315.1,GCA_038050845.1
Penicillium paneum 5,GCA_023624575.1,GCA_023624615.1,GCA_015586265.1,GCA_003967715.1,GCA_030061565.1,GCA_030028065.1,GCA_036370985.1,GCA_013461525.1,GCA_023337545.1
Penicillium paneum 6,GCA_023624615.1,GCA_023624635.1,GCA_044231865.1,GCA_013436095.1,GCA_043884055.1,GCA_022831385.1,GCA_043709905.1,GCA_042240685.1,GCA_000387505.2
Penicillium paneum 7,GCA_023624635.1,GCA_000577715.1,GCA_028827145.1,GCA_010724915.1,GCA_004022145.1,GCA_022830125.1,GCA_014850065.1,GCA_048933815.1,GCA_023338115.1
Ascochyta koolunga 0,GCA_026119515.1,GCA_004151145.1,GCA_965178435.1,GCA_009761125.1,GCA_022344855.1,GCA_029169125.1,GCA_949129375.1,GCA_027627275.1,GCA_021527805.1
Ascochyta koolunga 1,GCA_004151145.1,GCA_004151165.1,GCA_001630375.1,GCA_026119385.1,GCA_004380135.1,GCA_019191205.1,GCA_040113965.1,GCA_041721775.1,GCA_013122855.1
Ascochyta koolunga 2,GCA_004151165.1,GCA_004151575.1,GCA_965178485.1,GCA_033682645.1,GCA_028751825.1,GCA_009829845.1,GCA_034767935.1,GCA_002933715.1,GCA_014706125.1
Ascochyta koolunga 3,GCA_004151575.1,GCA_026119505.1,GCA_004335205.1,GCA_026119375.1,GCA_020574295.1,GCA_038021145.1,GCA_038364125.1,GCA_964330295.1,GCA_007655245.1
Ascochyta koolunga 4,GCA_026119505.1,GCA_026119525.1,GCA_004335125.1,GCA_047655185.1,GCA_036172615.1,GCA_030411855.1,GCA_030568135.1,GCA_038088835.1,GCA_020800225.1
Ascochyta koolunga 5,GCA_026119525.1,GCA_026119535.1,GCA_016097305.1,GCA_004151305.1,GCA_040583765.1,GCA_023084865.1,GCA_004125055.1,GCA_011763585.1,GCA_023336345.1
Ascochyta koolunga 6,GCA_026119535.1,GCA_026119565.1,GCA_965178495.1,GCA_004522025.1,GCA_025742355.1,GCA_040114665.1,GCA_911175075.1,GCA_019970475.1,GCA_038050825.1
Ascochyta koolunga 7,GCA_026119565.1,GCA_026547115.1,GCA_024372665.1,GCA_004151295.1,GCA_003231325.2,GCA_047666925.1,GCA_013183815.1,GCA_037042095.1,
Pichia kluyveri 0,GCA_030062975.1,GCA_003327685.1,GCA_030573035.1,GCA_030567135.1,,GCA_009498075.1,GCA_041684195.1,GCA_024243935.1,
Pichia kluyveri 1,GCA_003327685.1,GCA_019096115.1,GCA_023629595.1,GCA_023013705.1,,GCA_046252605.1,GCA_043257485.1,GCA_015847185.1,GCA_023333955.1
Pichia kluyveri 2,GCA_019096115.1,GCA_023629335.1,GCA_030564565.1,GCA_001599075.1,,GCA_030585165.1,GCA_964256835.1,GCA_027248765.1,GCA_021527745.1
Pichia kluyveri 3,GCA_023629335.1,GCA_029581865.1,GCA_030579415.1,GCA_900496985.2,,GCA_019039735.1,GCA_000734755.1,GCA_951640195.1,GCA_009733085.1
Pichia kluyveri 4,GCA_029581865.1,GCA_030564505.1,GCA_025531695.1,GCA_023014955.1,,GCA_037042415.1,GCA_013618955.1,GCA_023925345.1,GCA_001078535.1
Pichia kluyveri 5,GCA_030564505.1,GCA_037040945.1,GCA_030573715.1,GCA_023013765.1,,GCA_001655755.1,GCA_047729075.1,GCA_001264795.1,GCA_038050995.1
Pichia kluyveri 6,GCA_037040945.1,GCA_037102705.1,GCA_004931855.1,GCA_030570875.1,,GCA_002105455.1,GCA_004337985.1,GCA_038092655.1,GCA_023334545.1
Pichia kluyveri 7,GCA_037102705.1,GCA_947297755.1,GCA_023629315.1,GCA_022533605.1,,GCA_902703675.1,GCA_006984745.1,GCA_027579505.1,GCA_023338055.1
Bipolaris gigantea 0,GCA_040113375.1,GCA_030558545.1,GCA_033006315.1,GCA_025536715.1,GCA_020568095.1,GCA_047841745.1,GCA_038382405.1,GCA_024220505.1,GCA_032158285.1
Bipolaris gigantea 1,GCA_030558545.1,GCA_035078755.1,GCA_000523435.1,GCA_022345265.1,GCA_020568775.1,GCA_047841545.1,GCA_001625265.1,GCA_021653875.1,GCA_001707905.2
Bipolaris gigantea 2,GCA_035078755.1,GCA_035078915.1,GCA_000354255.1,GCA_022344625.1,GCA_040113005.1,,GCA_964257525.1,GCA_027575805.1,GCA_032158355.1
Bipolaris gigantea 3,GCA_035078915.1,GCA_035078935.1,GCA_000338975.1,GCA_004936725.1,GCA_037672785.1,GCA_020875845.1,GCA_001693025.3,GCA_014825765.1,GCA_023336285.1
Bipolaris gigantea 4,GCA_035078935.1,GCA_035078975.1,GCA_008452705.1,GCA_022345155.1,GCA_016097305.1,GCA_047671435.1,GCA_947344105.1,,GCA_002245715.1
Bipolaris gigantea 5,GCA_035078975.1,GCA_035078985.1,GCA_008452725.1,GCA_004634305.1,GCA_039634435.1,GCA_001901625.1,GCA_002370765.1,GCA_038659295.1,GCA_023338185.1
Bipolaris gigantea 6,GCA_035078985.1,GCA_035079505.1,GCA_036562085.1,GCA_008086755.1,GCA_003503205.1,GCA_037042895.2,GCA_009176385.1,GCA_040805265.1,GCA_029168885.1
Bipolaris gigantea 7,GCA_035079505.1,GCA_036172725.1,GCA_008452705.1,GCA_022345675.1,GCA_020571575.1,GCA_021014315.1,GCA_000350365.1,GCA_001602335.1,GCA_000325885.1
Fusarium poae 0,GCA_001675295.1,GCA_013623615.1,GCA_023509735.1,GCA_004380935.1,GCA_030783385.1,GCA_001625285.1,GCA_047716965.1,GCA_928852645.1,GCA_038050585.1
Fusarium poae 1,GCA_013623615.1,GCA_019609905.1,GCA_009297605.1,GCA_045529525.1,GCA_003055925.1,GCA_004155915.1,GCA_020500845.1,GCA_002992925.1,GCA_001707905.2
Fusarium poae 2,GCA_019609905.1,GCA_030719115.1,GCA_002234015.1,GCA_014622025.1,GCA_022984945.1,GCA_009803585.1,GCA_947345305.1,GCA_018851325.1,GCA_003546545.1
Fusarium poae 3,GCA_030719115.1,GCA_030719125.1,GCA_025216985.1,GCA_012184525.1,GCA_030778725.1,GCA_038407095.1,GCA_019207905.1,GCA_036937155.1,GCA_012656105.1
Fusarium poae 4,GCA_030719125.1,GCA_030719135.1,GCA_900096505.1,GCA_021019225.1,GCA_030411535.1,GCA_003015385.1,GCA_001466575.1,GCA_947297645.1,GCA_027475725.1
Fusarium poae 5,GCA_030719135.1,GCA_030719145.1,GCA_009297825.1,GCA_003385265.1,GCA_046863325.1,GCA_046563265.1,GCA_000975735.4,GCA_010367325.1,GCA_001933325.1
Fusarium poae 6,GCA_030719145.1,GCA_030719155.1,GCA_014325065.1,GCA_014622035.1,GCA_011316055.1,GCA_042258155.1,GCA_030568515.1,GCA_029233265.1,GCA_000338815.2
Fusarium poae 7,GCA_030719155.1,GCA_046056315.1,GCA_017579625.1,GCA_004382225.1,GCA_014607475.1,GCA_009803945.1,GCA_025767825.1,GCA_900536885.1,GCA_042082865.1
Sporothrix globosa 0,GCA_001630435.1,GCA_001630445.1,GCA_021396375.1,GCA_019925685.1,,GCA_930272545.1,GCA_931301915.1,GCA_043258245.1,GCA_016864775.1
Sporothrix globosa 1,GCA_001630445.1,GCA_021396195.1,GCA_021396245.1,GCA_029298955.1,,GCA_013363175.1,GCA_023626595.1,GCA_002897395.1,GCA_024679075.1
Sporothrix globosa 2,GCA_021396195.1,GCA_021396275.1,GCA_042257725.1,GCA_032248835.1,,GCA_018440625.1,GCA_020502245.1,GCA_025504485.1,GCA_000333075.3
Sporothrix globosa 3,GCA_021396275.1,GCA_021396295.1,GCA_021396245.1,GCA_029299085.1,,GCA_905067025.2,,GCA_036810365.1,GCA_030267725.1
Sporothrix globosa 4,GCA_021396295.1,GCA_021396335.1,GCA_000961545.1,GCA_002778165.1,,GCA_018360525.1,GCA_029100535.1,GCA_905219645.1,GCA_000387425.2
Sporothrix globosa 5,GCA_021396335.1,GCA_021396345.1,GCA_000820605.1,GCA_029298995.1,,GCA_029169025.1,GCA_000325965.1,GCA_002995065.1,GCA_038051185.1
Sporothrix globosa 6,GCA_021396345.1,GCA_021397555.1,GCA_963923925.1,GCA_963580495.1,,GCA_046718735.1,GCA_020503535.1,GCA_001682475.1,GCA_023333795.1
Sporothrix globosa 7,GCA_021397555.1,GCA_021398025.1,GCA_021398005.1,GCA_029298775.1,,GCA_012979075.1,GCA_000182075.2,GCA_001600415.1,GCA_001712715.2
Meyerozyma caribbica 0,GCA_003707125.3,GCA_023623325.1,GCA_900174495.1,GCA_030557105.1,GCA_046251295.1,GCA_030567415.1,GCA_013396175.1,GCA_023748715.1,GCA_002812785.1
Meyerozyma caribbica 1,GCA_023623325.1,GCA_023623335.1,GCA_024499945.1,GCA_046133125.1,GCA_048414565.1,GCA_002166775.1,GCA_931298025.1,GCA_002900995.3,GCA_018292895.1
Meyerozyma caribbica 2,GCA_023623335.1,GCA_027475045.1,GCA_009756405.1,GCA_030562985.1,GCA_002374735.1,,GCA_018345645.1,GCA_902501195.1,GCA_000365545.1
Meyerozyma caribbica 3,GCA_027475045.1,GCA_900231965.1,GCA_008000345.1,GCA_046133625.1,GCA_046253305.1,GCA_019207165.1,GCA_010094025.1,GCA_027579585.1,GCA_038050845.1
Meyerozyma caribbica 4,GCA_900231965.1,GCA_900231995.1,GCA_037074785.1,GCA_037042335.1,GCA_003708405.2,GCA_003707315.2,GCA_047839385.1,GCA_038093055.1,GCA_030374175.1
Meyerozyma caribbica 5,GCA_900231995.1,GCA_900232055.1,GCA_018105795.1,GCA_015345605.1,GCA_003675755.1,GCA_019207715.1,GCA_931297985.1,GCA_000271565.1,GCA_012295475.1
Meyerozyma caribbica 6,GCA_900232055.1,GCA_900232065.1,GCA_037074785.1,GCA_000182765.2,GCA_902712235.3,GCA_030557025.1,GCA_043253505.1,GCA_905219585.1,GCA_004343245.1
Meyerozyma caribbica 7,GCA_900232065.1,GCA_000755205.1,GCA_030570235.1,GCA_046131585.1,GCA_046253845.1,GCA_030570775.1,GCA_039880735.1,GCA_029874165.1,GCA_002812785.1
Tilletia indica 0,GCA_001689995.1,GCA_001645015.2,GCA_001645005.2,GCA_001990185.1,,GCA_003144135.1,GCA_964213195.1,GCA_025963445.1,GCA_001278165.1
Tilletia indica 1,GCA_001645015.2,GCA_001689945.1,GCA_045933395.1,GCA_029952725.1,,GCA_003144245.1,GCA_001600795.1,GCA_029607885.1,GCA_012932265.1
Tilletia indica 2,GCA_001689945.1,GCA_001689965.1,GCA_045932205.1,GCA_001990185.1,,GCA_040372285.1,GCA_020975705.1,GCA_003691275.1,GCA_012932265.1
Tilletia indica 3,GCA_001689965.1,GCA_002220835.1,GCA_045931945.1,GCA_001990185.1,,GCA_012976215.1,GCA_001983365.1,GCA_046130415.1,GCA_033557995.1
Tilletia indica 4,GCA_002220835.1,GCA_002997305.1,GCA_045934365.1,GCA_029952725.1,,GCA_040368945.1,GCA_004918795.1,GCA_036320915.1,GCA_020800215.1
Tilletia indica 5,GCA_002997305.1,GCA_003054935.1,GCA_009428265.1,GCA_029952725.1,,GCA_003144245.1,GCA_041722235.1,GCA_047729035.1,GCA_023334035.1
Tilletia indica 6,GCA_003054935.1,GCA_009428345.1,GCA_001645005.2,GCA_001990185.1,,GCA_001600355.1,GCA_038092135.1,GCA_030789285.1,GCA_002286825.1
Tilletia indica 7,GCA_009428345.1,GCA_009428365.1,GCA_045931865.1,GCA_001990185.1,,GCA_000711695.1,,GCA_000750895.1,GCA_003724065.1
Aspergillus unguis 0,GCA_018408605.1,,GCA_009687565.1,GCA_004359145.1,GCA_001896365.1,GCA_000798695.1,GCA_900096685.1,GCA_958301815.1,GCA_023338115.1
Aspergillus unguis 2,GCA_015586375.1,GCA_018408615.1,GCA_020500115.1,GCA_023626495.1,GCA_029606185.1,GCA_046865195.1,GCA_019669835.1,GCA_000827195.1,GCA_000520115.1
Aspergillus unguis 3,GCA_018408615.1,GCA_023624955.1,GCA_023137925.1,GCA_027569435.1,GCA_023625995.1,GCA_028025565.1,GCA_903987035.1,GCA_017654915.1,GCA_023336405.1
Aspergillus unguis 4,GCA_023624955.1,GCA_023624975.1,GCA_012656115.1,GCA_001939915.1,GCA_042370945.1,GCA_022830275.1,GCA_030582995.1,GCA_038093235.1,GCA_001278215.1
Aspergillus unguis 5,GCA_023624975.1,GCA_023624995.1,GCA_020499885.1,GCA_023626415.1,GCA_049306585.1,GCA_028028335.1,GCA_030782845.1,GCA_027575545.1,GCA_016169935.1
Aspergillus unguis 6,GCA_023624995.1,GCA_023625005.1,GCA_013305485.1,GCA_027569895.1,GCA_030061845.1,GCA_018296045.1,GCA_014705115.1,GCA_902702905.1,GCA_002081965.1
Aspergillus unguis 7,GCA_023625005.1,GCA_047715655.1,GCA_023618355.1,GCA_028829005.1,GCA_030062295.1,GCA_012182645.1,GCA_931302045.1,GCA_016584205.1,GCA_023338075.1
Saccharomyces bayanus 0,GCA_019431265.1,GCA_013180065.1,GCA_003274855.1,GCA_001046915.1,,GCA_003708085.1,GCA_004382205.1,,GCA_011316315.1
Saccharomyces bayanus 1,GCA_013180065.1,GCA_013180165.1,GCA_003719665.1,GCA_030568055.1,,GCA_009805765.1,GCA_030779125.1,GCA_032718865.1,GCA_023336225.1
Saccharomyces bayanus 2,GCA_013180165.1,GCA_013180675.1,GCA_013181555.1,GCA_048412975.1,,GCA_030561705.1,GCA_000182765.2,GCA_951802415.1,GCA_001922765.1
Saccharomyces bayanus 3,GCA_013180675.1,GCA_013180695.1,GCA_949124345.1,GCA_030462905.1,,GCA_030560485.1,GCA_025769845.1,GCA_902749325.1,GCA_009733045.1
Saccharomyces bayanus 4,GCA_013180695.1,GCA_029873595.1,GCA_003273025.1,GCA_001417885.1,,GCA_000775265.3,GCA_014849605.1,GCA_902749275.1,GCA_020800205.1
Saccharomyces bayanus 5,GCA_029873595.1,GCA_949649765.1,GCA_947343195.1,GCA_012851035.1,,GCA_003707715.2,GCA_046252585.1,GCA_001600855.1,GCA_023337735.1
Saccharomyces bayanus 6,GCA_949649765.1,GCA_013180125.1,GCA_003275465.1,GCA_900166875.1,,GCA_037102585.1,GCA_000448365.1,GCA_965233645.1,GCA_002025845.1
Aspergillus chevalieri 0,GCA_001599875.1,GCA_016861735.1,GCA_023619295.1,GCA_002072235.1,GCA_023626375.1,GCA_023065865.1,GCA_011035335.1,GCA_019908695.1,GCA_001933345.1
Aspergillus chevalieri 1,GCA_016861735.1,GCA_023619785.1,GCA_001890705.1,GCA_037042135.1,GCA_037040535.1,GCA_024244595.1,GCA_021403315.1,GCA_038093575.1,GCA_023336225.1
Aspergillus chevalieri 2,GCA_023619785.1,GCA_023619795.1,GCA_025769365.1,GCA_008931935.1,GCA_037041395.1,GCA_035931935.1,GCA_002271905.1,GCA_000766995.1,GCA_023338155.1
Aspergillus chevalieri 3,GCA_023619795.1,GCA_041430515.1,GCA_009687505.1,GCA_023627405.1,GCA_037043785.1,GCA_046865175.1,GCA_014337855.1,GCA_029232285.1,GCA_002197585.2
Aspergillus chevalieri 4,GCA_041430515.1,GCA_041430555.1,GCA_020500565.1,GCA_911175095.1,GCA_009805475.2,GCA_002319055.1,GCA_030777705.1,GCA_029204085.1,GCA_001314425.1
Aspergillus chevalieri 5,GCA_041430555.1,GCA_045514245.1,GCA_020501425.1,GCA_902713525.1,GCA_046115495.1,,GCA_023011425.1,GCA_003313805.1,GCA_006386115.1
Aspergillus chevalieri 6,GCA_045514245.1,GCA_049306625.1,GCA_023134355.1,GCA_023138445.1,GCA_023623875.1,GCA_003349795.1,GCA_046252185.1,GCA_014825535.1,GCA_039619315.1
Taiwanofungus camphoratus 0,GCA_003999685.1,GCA_000766995.1,GCA_037127245.1,,GCA_030411785.1,GCA_032158505.1,GCA_001736125.1,GCA_000805855.1,GCA_000365505.1
Taiwanofungus camphoratus 1,GCA_000766995.1,GCA_003413585.1,GCA_037127245.1,,GCA_001986395.2,GCA_021399455.1,GCA_039545395.1,GCA_003708825.3,GCA_026401375.1
Taiwanofungus camphoratus 2,GCA_003413585.1,GCA_022598595.1,GCA_037127245.1,,GCA_037039805.1,GCA_038089935.1,GCA_045934385.1,GCA_013186375.1,GCA_023336175.1
Taiwanofungus camphoratus 3,GCA_022598595.1,GCA_022598625.1,GCA_037127245.1,,GCA_001895945.1,GCA_902749265.1,GCA_022749175.1,GCA_003367925.1,GCA_024679115.1
Taiwanofungus camphoratus 4,GCA_022598625.1,GCA_022598655.1,GCA_037127245.1,,GCA_016068325.1,GCA_018857285.1,GCA_019190345.1,GCA_026025825.1,GCA_004117815.1
Taiwanofungus camphoratus 5,GCA_022598655.1,GCA_022598685.1,GCA_037127245.1,,GCA_003367725.1,GCA_003316085.1,GCA_030462665.1,,
Taiwanofungus camphoratus 6,GCA_022598685.1,GCA_036872975.1,GCA_037127245.1,,GCA_001632365.1,GCA_040207405.1,GCA_014493585.1,GCA_003708085.1,GCA_003724065.1
Saccharomycopsis capsularis 0,GCA_031125595.1,GCA_003243015.1,GCA_004014935.1,GCA_029299835.1,GCA_030572175.1,GCA_025727325.1,GCA_047667095.1,GCA_021029095.1,
Saccharomycopsis capsularis 1,GCA_003243015.1,GCA_003705375.1,GCA_031124825.1,GCA_029299855.1,GCA_030572095.1,GCA_949124635.1,GCA_017589575.1,GCA_038093795.1,GCA_003546585.1
Saccharomycopsis capsularis 2,GCA_003705375.1,GCA_030555645.1,GCA_012062855.1,GCA_029299835.1,GCA_030572095.1,GCA_030866685.1,GCA_024082115.1,GCA_001599495.1,GCA_012295475.1
Saccharomycopsis capsularis 3,GCA_030555645.1,GCA_031125625.1,GCA_001936155.1,GCA_029299835.1,GCA_030560485.1,GCA_030556625.1,GCA_044647245.1,GCA_000938895.1,GCA_018806915.1
Saccharomycopsis capsularis 4,GCA_031125625.1,GCA_031125665.1,GCA_031125455.1,GCA_029299855.1,GCA_001600695.1,GCA_009666955.1,GCA_030247165.1,GCA_965154615.1,GCA_905220665.1
Saccharomycopsis capsularis 5,GCA_031125665.1,GCA_031125675.1,GCA_031125405.1,GCA_029299855.1,GCA_030572175.1,GCA_030557145.1,GCA_011692745.1,GCA_024244095.1,GCA_024679225.1
Saccharomycopsis capsularis 6,GCA_031125675.1,GCA_031125685.1,GCA_037355555.1,GCA_029299835.1,GCA_001600695.1,GCA_021403425.1,GCA_007113905.1,GCA_040804875.1,GCA_000173235.2
Zygosaccharomyces rouxii 0,GCA_000026365.1,GCA_001950435.1,GCA_949129225.1,GCA_017867005.1,,GCA_030573555.1,GCA_023087165.1,GCA_027604855.1,GCA_003546765.1
Zygosaccharomyces rouxii 1,GCA_001950435.1,GCA_001972345.1,GCA_949129765.1,GCA_030035145.1,,GCA_030574695.1,GCA_047728295.1,GCA_000280035.2,GCA_038050845.1
Zygosaccharomyces rouxii 2,GCA_001972345.1,GCA_019775865.1,GCA_900162805.1,GCA_947344035.1,,GCA_023629715.1,GCA_002786065.1,GCA_958449935.1,GCA_001278145.1
Zygosaccharomyces rouxii 3,GCA_019775865.1,GCA_020521415.1,GCA_949129855.1,GCA_931305965.1,,GCA_003707885.2,GCA_022664585.2,GCA_019633535.1,GCA_030279045.1
Zygosaccharomyces rouxii 4,GCA_020521415.1,GCA_021535285.1,GCA_949129195.1,,,GCA_031124825.1,GCA_042257875.1,GCA_042239905.1,GCA_023335855.1
Zygosaccharomyces rouxii 5,GCA_021535285.1,GCA_030557605.1,GCA_949129155.1,GCA_009666095.1,,GCA_031125675.1,GCA_047372255.1,GCA_017657355.1,GCA_001314435.1
Zygosaccharomyces rouxii 6,GCA_030557605.1,GCA_900411385.1,GCA_949129075.1,GCA_931305995.1,,GCA_003708365.1,GCA_000441935.1,GCA_026538395.1,GCA_023334005.1
Epichloe festucae 0,GCA_002163435.1,GCA_002318955.1,GCA_001008265.1,GCA_000965225.2,GCA_009299215.1,GCA_030512305.1,GCA_025768005.1,GCA_031840865.1,GCA_024679005.1
Epichloe festucae 1,GCA_002318955.1,GCA_016859245.1,GCA_023658505.1,GCA_000731825.1,GCA_025217065.1,GCA_036172685.1,GCA_003370505.1,,GCA_004137865.1
Epichloe festucae 2,GCA_016859245.1,GCA_024198275.1,GCA_046863585.1,GCA_022281405.1,GCA_017656735.1,GCA_002917075.1,GCA_047717005.1,GCA_043170695.1,GCA_001955675.1
Epichloe festucae 3,GCA_024198275.1,GCA_047301935.1,GCA_046863475.1,GCA_022288585.1,GCA_043257005.1,GCA_020465915.1,GCA_001671225.1,GCA_035773195.1,GCA_020800235.2
Epichloe festucae 4,GCA_047301935.1,GCA_000151575.2,GCA_001008055.1,GCA_029405325.1,GCA_014898995.1,GCA_009802265.1,GCA_009932455.1,GCA_019143575.1,GCA_035080265.1
Epichloe festucae 5,GCA_000151575.2,GCA_003814445.1,GCA_047301975.1,GCA_000591435.1,GCA_011036345.1,GCA_009805295.1,GCA_001950435.1,GCA_037039815.1,GCA_014706115.1
Epichloe festucae 6,GCA_003814445.1,GCA_000226195.2,GCA_041154705.1,GCA_029405325.1,GCA_036850795.1,GCA_029298905.1,GCA_003953735.1,GCA_900015975.1,GCA_023333955.1
Kodamaea ohmeri 0,GCA_004919595.1,GCA_003708155.2,GCA_003705675.1,GCA_046133305.1,GCA_011426315.1,GCA_003705465.1,GCA_004917625.1,GCA_910592005.1,GCA_042082325.1
Kodamaea ohmeri 1,GCA_003708155.2,GCA_015708715.1,GCA_030560575.1,GCA_046131045.1,GCA_046250995.1,GCA_023011555.1,GCA_902192315.1,GCA_002222465.1,GCA_025583705.1
Kodamaea ohmeri 2,GCA_015708715.1,GCA_015708725.1,GCA_030572255.1,GCA_000239015.2,GCA_022577415.1,GCA_019207965.1,GCA_004917685.1,GCA_910591915.1,GCA_000785735.3
Kodamaea ohmeri 3,GCA_015708725.1,GCA_024542785.1,GCA_030562865.1,GCA_032714815.1,GCA_037201695.1,GCA_030570415.1,GCA_030578155.1,GCA_037042985.1,GCA_023338205.1
Kodamaea ohmeri 4,GCA_024542785.1,GCA_024713545.1,GCA_030558915.1,GCA_005890685.1,GCA_032358375.1,GCA_030579435.1,GCA_017656985.1,GCA_013368325.1,GCA_002099245.1
Kodamaea ohmeri 5,GCA_024713545.1,GCA_030867675.1,GCA_030558315.1,GCA_030571925.1,GCA_032358895.1,GCA_023629475.1,GCA_004802525.1,GCA_047301645.1,GCA_001573145.1
Kodamaea ohmeri 6,GCA_030867675.1,GCA_037041875.1,GCA_030574295.1,GCA_030563145.1,GCA_046252225.1,GCA_023629575.1,GCA_026120055.1,GCA_038091855.1,GCA_001314425.1
Ogataea parapolymorpha 0,GCA_019207595.1,GCA_019207695.1,GCA_030556925.1,,,GCA_008065185.1,GCA_013758985.1,GCA_038089395.1,GCA_002980425.1
Ogataea parapolymorpha 1,GCA_019207695.1,GCA_019207935.1,GCA_019207835.1,GCA_023014835.1,,GCA_046251975.1,GCA_001741555.1,GCA_019143355.1,GCA_016864835.1
Ogataea parapolymorpha 2,GCA_019207935.1,GCA_019443345.1,GCA_001600755.1,GCA_030563185.1,,GCA_900232055.1,,GCA_010758995.1,GCA_023336225.1
Ogataea parapolymorpha 3,GCA_019443345.1,GCA_030570715.1,GCA_019206985.1,GCA_003707305.1,,GCA_044589505.1,GCA_035926095.1,GCA_027604085.1,GCA_042082745.1
Ogataea parapolymorpha 4,GCA_030570715.1,GCA_040207675.1,GCA_019207815.1,GCA_023013365.1,,GCA_030578435.1,GCA_003707605.2,GCA_029717545.1,GCA_038050995.1
Ogataea parapolymorpha 5,GCA_040207675.1,GCA_000187245.3,GCA_019207555.1,GCA_030579935.1,,GCA_003243075.1,GCA_947344545.1,GCA_006912075.1,GCA_030279005.1
Ogataea parapolymorpha 6,GCA_000187245.3,GCA_037948965.1,GCA_019206915.1,,,GCA_000149685.1,GCA_949129625.1,GCA_041721995.1,GCA_000333095.2
